No of Actors read '6775'.
Actor 	id = 1d7cb619-062b-4a21-af3d-9f6a6e8e8770	name = Philip Locke                                      	dob = null    
Actor 	id = 0d096a9e-c2aa-48f8-848f-25153b1e8893	name = Jason Evers                                       	dob = 1922    
Actor 	id = 76c4a090-60bf-4e5e-9fb0-e92f21787690	name = Stephen Macht                                     	dob = null    
Actor 	id = 3802e43e-ed91-44d4-ba02-d9080f55af4d	name = Jack Albertson                                    	dob = 1907    
Actor 	id = 497541bf-8b4d-4ce4-ad34-e4891288047d	name = Anne Baxter                                       	dob = 1923    
Actor 	id = 8755c823-ba8a-4d18-acd5-7e3007924d43	name = Mark Richman                                      	dob = 1927    
Actor 	id = 930bb37d-a199-406d-b3a5-cd200bd4a641	name = Dick ONeill                                       	dob = null    
Actor 	id = 9125caab-546e-471f-9e84-53a2369ae347	name = Mie Hanna                                         	dob = null    
Actor 	id = ad0e5034-1bcc-443b-9ea4-84c99a1c51d4	name = David Rydall                                      	dob = null    
Actor 	id = 0e29ca11-d0e2-45eb-8743-18175bb62c53	name = Barry Evans                                       	dob = 1945    
Actor 	id = 67b1e5e3-32ad-4b5d-bdd1-0c751f223800	name = Nicholas Guest                                    	dob = null    
Actor 	id = c42ff0b1-73c4-4e24-aeb4-115081522a33	name = Audrey Long                                       	dob = 1924    
Actor 	id = aa0a6aff-2616-40fe-888e-20b2f485a441	name = Richard Lynch                                     	dob = 1936    
Actor 	id = b8dca754-ebf3-4dc6-8900-2478609ecfed	name = Kimberly Beck                                     	dob = null    
Actor 	id = c2ee3ce7-760f-4cac-8ac2-46fc830d556d	name = Rosalind Russell                                  	dob = 1908    
Actor 	id = f6d22612-991a-4ace-9364-2e7037e36ece	name = Bernard King                                      	dob = null    
Actor 	id = 4e5e447a-e79c-430a-9228-9240e2712dfa	name = Rue McClanahan                                    	dob = null    
Actor 	id = d71d77e8-7f97-474c-8d11-2f27a78fecb3	name = Divine                                            	dob = null    
Actor 	id = 7d5e4b89-62fd-40f0-8b68-92d514373482	name = Ozzie Nelson                                      	dob = 1906    
Actor 	id = 73f0458d-4747-4563-b35c-372409d08022	name = Michael Wright                                    	dob = null    
Actor 	id = 0a79d18e-07b7-433c-baf1-0b59564d4974	name = Simone Signoret                                   	dob = 1921    
Actor 	id = e1e713f4-6e9d-40b9-b1f9-80ec1ac03495	name = Anki Liden                                        	dob = null    
Actor 	id = 35ca11d0-7100-4259-bc06-af9ff35ed646	name = Judge Reinhold                                    	dob = null    
Actor 	id = 58941348-7ef5-484d-ba4f-40b00e82b95d	name = Barry Nelson                                      	dob = 1920    
Actor 	id = 2969368e-3751-457a-ba43-b3aaea486e63	name = Kate OMara                                        	dob = 1939    
Actor 	id = ba1cb64d-e71c-4d83-a299-ecd698d13540	name = Suzy Amis                                         	dob = 1962    
Actor 	id = bbeaba26-097e-4a06-86fb-9a9f17113d26	name = Robert F. Logan                                   	dob = null    
Actor 	id = bdceb1f1-ef7d-412d-a10b-6a307e7ca866	name = Fritz Weaver                                      	dob = 1926    
Actor 	id = 7b0176d9-5fa4-4a1e-a598-a06b70c793fd	name = Will Hutchins                                     	dob = 1932    
Actor 	id = 506c65db-9e2a-4b93-ab8d-a952c14edc5a	name = Andie MacDowell                                   	dob = null    
Actor 	id = fb43d4ed-eb08-45ee-8d0d-58f0db6894be	name = Susan Kellerman                                   	dob = null    
Actor 	id = f22e286c-8e02-44a0-b20b-4acd8d4cf737	name = Priscilla Presley                                 	dob = 1950    
Actor 	id = cf38c7bd-4fdd-43af-928f-9f732e614cf6	name = Miriam Colon                                      	dob = null    
Actor 	id = d92acda1-73eb-4f44-98b2-c5fe5d34dfe3	name = Ray Guth                                          	dob = null    
Actor 	id = 4abdb916-245f-49ed-aa61-a13e8c209d2f	name = John Ireland                                      	dob = 1914    
Actor 	id = 121b685a-7152-434d-8823-8b1696206e58	name = Ettori Manni                                      	dob = 1927    
Actor 	id = 297361b6-c3de-4055-a913-d9f679c653e5	name = Lee J. Cobb                                       	dob = 1911    
Actor 	id = c921ce3f-5f92-4933-968b-b21e74b818f8	name = Frank Orth                                        	dob = 1880    
Actor 	id = 77e6337f-92bd-43f2-8f06-1192e95308c0	name = Tom Neal                                          	dob = 1914    
Actor 	id = 9c5480b5-ff7c-420a-b384-e3e629f8d21b	name = Tony Young                                        	dob = 1932    
Actor 	id = c0373984-17ed-4c3f-ac6e-af6ce90d55db	name = Robert Swann                                      	dob = null    
Actor 	id = 39d05818-52ee-4de3-9398-5ce9b66ed207	name = Cooper Huckabee                                   	dob = null    
Actor 	id = 33f7c441-870b-4b31-ae29-451d47124d63	name = Marion Lorne                                      	dob = 1886    
Actor 	id = 4c2b9c9e-a9a9-4362-b0ed-7efb89750958	name = George Macready                                   	dob = 1909    
Actor 	id = 49f8074d-8983-4c76-bd4e-289b971b77b8	name = Deborah Winters                                   	dob = null    
Actor 	id = 05b6041b-c509-4d04-8a30-32cb889c65cf	name = Avis Bunnage                                      	dob = null    
Actor 	id = 8b09256e-a615-4f5a-b69d-2ae19908dc9f	name = Trevor Howard                                     	dob = 1916    
Actor 	id = 84587ac0-a013-40fe-beac-a875d3d595e7	name = Anne Carlisle                                     	dob = null    
Actor 	id = 202d1baf-feb2-4fbc-b5c9-9e098a91fd31	name = Vic Damone                                        	dob = 1929    
Actor 	id = eb0ceba6-e7a3-4fb7-a32c-005e5037529b	name = Guy Newall                                        	dob = 1885    
Actor 	id = 0f3fc3c0-ab02-4d4f-9fd4-6bdd0f7bdf74	name = Henry ONeill                                      	dob = 1891    
Actor 	id = 3a14e432-d816-4182-841c-a6bdca3b47f5	name = Pamela Franklin                                   	dob = 1949    
Actor 	id = 14e9cb8c-63ba-495c-a8ec-8002d41829ed	name = Larry Semon                                       	dob = 1889    
Actor 	id = 0220ba5d-b910-40a9-a81e-1c44e1c9f105	name = Jan Wiley                                         	dob = null    
Actor 	id = c6fd0342-6de7-4b6d-9e88-e77f07e4847c	name = George Clooney                                    	dob = null    
Actor 	id = d6401cea-1452-4e25-abaa-8d85bf7e1a2a	name = Bob Lesser                                        	dob = null    
Actor 	id = f38a77bb-c86d-4789-97c3-c2a8a27c93a9	name = Thomas Mitchell                                   	dob = 1892    
Actor 	id = a49d951b-df9a-4371-9488-bba7df92e4e5	name = Patrick Cargill                                   	dob = 1918    
Actor 	id = b1f48656-ae32-4810-b1d8-1c24ad19a921	name = Abel Gance                                        	dob = null    
Actor 	id = 78d02dba-4817-4b4d-b62d-0c52383f7ec0	name = Paul Hogan                                        	dob = null    
Actor 	id = 29b080c3-7aaa-4cde-a570-5fa00f5cffd6	name = Phil Hartman                                      	dob = 1948    
Actor 	id = 9deddd99-6e0a-43c6-b028-3f92810e3841	name = Sam Jaffe                                         	dob = 1893    
Actor 	id = 30a5735b-1a17-4824-aaeb-bfcc0da069b5	name = Colin Blakely                                     	dob = 1930    
Actor 	id = 17ef0c5b-630a-4244-984c-0fac6af96c03	name = Patricia Laffan                                   	dob = 1919    
Actor 	id = 702c9bda-5955-48dc-a680-80c55874a442	name = Raymond Cloutier                                  	dob = null    
Actor 	id = b2cb0ccb-a663-44a5-b907-42b46d2cc75d	name = George Reeves                                     	dob = 1932    
Actor 	id = 527739b6-35a0-43b3-b4a9-3103bb7b0d1a	name = Patrick Dray                                      	dob = null    
Actor 	id = be791764-7c52-4e51-91a8-8f459741b074	name = Lou Brown                                         	dob = null    
Actor 	id = e5ab71fe-8c86-468d-9a19-30a1b664c23e	name = Ben Kingsley                                      	dob = 1944    
Actor 	id = bccb5420-a0dd-4958-a2a3-0fb572182b46	name = Slim Summerville                                  	dob = 1892    
Actor 	id = 18776c54-b863-4f17-8f1d-20dbba8426a4	name = Simone Griffith                                   	dob = null    
Actor 	id = c576fc2f-386f-403a-90c8-92545d1d710e	name = Anne Chevalier                                    	dob = null    
Actor 	id = da20a205-1f1f-4b32-8eda-0315b6599e5d	name = Claire Dodd                                       	dob = 1908    
Actor 	id = e7027a17-1a68-4b5b-938f-0a2ff57b3fac	name = Karl Lanchbury                                    	dob = null    
Actor 	id = 97532c35-abab-43bd-8937-442fb1c65466	name = Cheri Caffaro                                     	dob = null    
Actor 	id = ea42e534-e15f-45c0-a80f-cf5bda195117	name = Fernand Gavet                                     	dob = null    
Actor 	id = 0b77c722-aad0-45b5-b013-7cf9a18e38ae	name = Lysette Anthony                                   	dob = null    
Actor 	id = 46610ca4-9575-46fb-8b25-71486b0dab48	name = Breno Mello                                       	dob = null    
Actor 	id = d1987423-df6c-442c-a230-5240bfa09f86	name = Claire Bloom                                      	dob = 1931    
Actor 	id = 4c673882-a0ed-4bf0-98cd-af6949acaa81	name = James B. Sikking                                  	dob = null    
Actor 	id = 773f6791-09e3-420e-bc5e-b9bc2e19030d	name = Betty Buckley                                     	dob = null    
Actor 	id = 14d166ea-73da-47cc-8c9a-c74a761795c9	name = James Whitmore                                    	dob = 1921    
Actor 	id = 2071e097-03a4-4c1e-a47f-b798584c7b19	name = Iman                                              	dob = 1956    
Actor 	id = 1db4b70d-afb9-422f-893a-a71aa81fe965	name = Pat Bishop                                        	dob = null    
Actor 	id = ec919971-6d78-4ef5-bdc6-00f3df542e79	name = Cyril Cusack                                      	dob = 1910    
Actor 	id = b2cf018a-8110-49b1-b7b1-07602e1c9663	name = Dianne Wiest                                      	dob = null    
Actor 	id = 736b1ab0-5a32-48af-9d90-30507bf3c2d6	name = William Waterman                                  	dob = null    
Actor 	id = 0190acd0-af50-4e43-85fa-00abd2d34c90	name = Joe Spinell                                       	dob = null    
Actor 	id = 7e4d1f1f-6b78-4705-867f-a7190712e8b0	name = Beah Richards                                     	dob = null    
Actor 	id = 42c63aaf-8688-4cc0-962d-4f832662efb6	name = Maurice Hines                                     	dob = null    
Actor 	id = dca023ed-33f9-4a14-aea4-835f7c53f9ab	name = Nadia Gray                                        	dob = 1923    
Actor 	id = 093f82d9-1e5b-414c-a668-202e5337ac65	name = Walter Matthau                                    	dob = 1920    
Actor 	id = b4b4cd57-4043-4a52-a8e8-9607f1109a2f	name = William Devane                                    	dob = null    
Actor 	id = 23a5f9ad-4bb5-4a6b-979a-0da3f763e127	name = Hugo Haas                                         	dob = 1901    
Actor 	id = 7e16df62-1be1-490a-bae7-28b86387ac59	name = Barbara Hale                                      	dob = 1922    
Actor 	id = a6ab21f1-8dbc-4b61-afc2-cdff829226f9	name = Catherine OHara                                   	dob = null    
Actor 	id = e64a5a3a-b815-457e-906b-eb69748c6e1b	name = Margaret Avery                                    	dob = null    
Actor 	id = cdb4d8f4-6a03-49ac-8e56-66b36e51aa66	name = Lawrence Grant                                    	dob = 1870    
Actor 	id = 43788a94-f0b0-4b4f-9567-88aa59cc23c5	name = Lane Smith                                        	dob = null    
Actor 	id = 6b84c963-8f44-4b1c-b065-a10535b63051	name = Jane Lapotaire                                    	dob = 1941    
Actor 	id = ca703762-4c95-4190-8b30-fae9ab1b3803	name = Paul Sand                                         	dob = 1944    
Actor 	id = 7c0c7616-7feb-4974-9172-87a87ce95b5e	name = Frances Reid                                      	dob = null    
Actor 	id = a38dc31d-9b6d-4bd1-8944-0bf8b411004f	name = Al Pacino                                         	dob = 1939    
Actor 	id = 70a127a9-ebc3-48c6-92fd-aa68ef223e65	name = Estelle Winwood                                   	dob = 1882    
Actor 	id = 9ee96d94-2244-4c25-83ee-8f1e36b131c0	name = John DeBello                                      	dob = null    
Actor 	id = f7545570-1690-46f5-90a6-45f63928cfa3	name = Sandy Alexander                                   	dob = null    
Actor 	id = 8af40c6d-6c29-447e-8ff6-e12493964e44	name = Florence Vidor                                    	dob = 1895    
Actor 	id = 3c7d12bb-92c3-42e8-8f0a-cc5c2eb36860	name = Francis DeWolff                                   	dob = 1913    
Actor 	id = 0d95df8d-d6ee-47d2-a28f-dec1ebbf8459	name = Diana Dors                                        	dob = 1931    
Actor 	id = f25a2b80-3ece-4e6b-8995-6755894ca14d	name = Charlton Heston                                   	dob = 1924    
Actor 	id = 53017a67-c299-4822-87c0-4a96db42c2e2	name = Georgia Moll                                      	dob = null    
Actor 	id = 1284d135-bf60-4f6d-8e0f-6c0504a2ea8f	name = James Seay                                        	dob = null    
Actor 	id = 56054517-3221-4208-a4ac-e043bc05a77c	name = Helen Jerome Eddy                                 	dob = 1897    
Actor 	id = d136e72c-2d5c-4f35-ad98-1e771b70f27a	name = Beatrice Lillie                                   	dob = 1898    
Actor 	id = 6c04bf9d-bcdd-4a89-8a71-ee90846741d2	name = Shemp Howard                                      	dob = 1891    
Actor 	id = c4e0cf35-f5bc-4e6b-8592-2e2fd92e1bbb	name = Michael OLeary                                    	dob = null    
Actor 	id = 7a267c1f-06c1-44f1-8fde-8b68d0045c85	name = Carmen Miranda                                    	dob = 1913    
Actor 	id = 9490c27c-1435-4af2-954e-169cf7cc01cf	name = Allen Goorwitz                                    	dob = null    
