GENRE ERROR Film 	id = H2        	title = Number Thirteen                                   	year = 1922    	director = Hitchcock           	rating = 0.00	genres = []
GENRE ERROR Film 	id = AnD10     	title = L'Uomo Meccanico                                  	year = 1921    	director = Deed                	rating = 0.00	genres = []
GENRE ERROR Film 	id = EdS70     	title = The Passionate Plumber                            	year = 1932    	director = Sedgwick            	rating = 0.00	genres = []
GENRE ERROR Film 	id = PRo30     	title = Abraham Lincoln                                   	year = 1925    	director = Rosen               	rating = 0.00	genres = []
GENRE ERROR Film 	id = RaI50     	title = Murder at Monte Carlo                             	year = 1934    	director = R.Ince              	rating = 0.00	genres = []
GENRE ERROR Film 	id = RaI60     	title = The Man Who Made Diamonds                         	year = 1937    	director = R.Ince              	rating = 0.00	genres = []
NULL ITEMS  Film 	id = RxI1      	title = The Four Horsemen of the Apocalypse               	year = 1921    	director = Rex~Ingram          	rating = 0.00	genres = []
NULL ITEMS  Film 	id = RxI10     	title = Prisoner of Zenda                                 	year = 1922    	director = Rex~Ingram          	rating = 0.00	genres = []
NULL ITEMS  Film 	id = RxI20     	title = Scaramouche                                       	year = 1923    	director = Rex~Ingram          	rating = 0.00	genres = []
NULL ITEMS  Film 	id = RxI30     	title = Mare Nostrum                                      	year = 1926    	director = Rex~Ingram          	rating = 0.00	genres = []
NULL ITEMS  Film 	id = RxI40     	title = The Garden of Allah                               	year = 1927    	director = Rex~Ingram          	rating = 0.00	genres = []
NULL ITEMS  Film 	id = RxI50     	title = Love in Morocco                                   	year = 1933    	director = Rex~Ingram          	rating = 0.00	genres = []
NULL ITEMS  Film 	id = SaT4      	title = Dr.~Jack                                          	year = 1922    	director = Sam~Taylor          	rating = 0.00	genres = [6-Comedy]
NULL ITEMS  Film 	id = SaT5      	title = Grandma's Boy                                     	year = 1922    	director = Sam~Taylor          	rating = 0.00	genres = [6-Comedy]
NULL ITEMS  Film 	id = SaT6      	title = Why Worry                                         	year = 1923    	director = Sam~Taylor          	rating = 0.00	genres = [6-Comedy]
NULL ITEMS  Film 	id = SaT10     	title = For Heaven's Sake                                 	year = 1926    	director = Sam~Taylor          	rating = 0.00	genres = [6-Comedy]
NULL ITEMS  Film 	id = SaT12     	title = My Best Girl                                      	year = 1927    	director = Sam~Taylor          	rating = 0.00	genres = []
GENRE ERROR Film 	id = SaT13     	title = The Woman Disputed                                	year = 1927    	director = H.King              	rating = 0.00	genres = []
NULL ITEMS  Film 	id = SaT15     	title = The Taming of the Shrew                           	year = 1927    	director = Sam~Taylor          	rating = 0.00	genres = [6-Comedy]
NULL ITEMS  Film 	id = SaT17     	title = Coquette                                          	year = 1929    	director = Sam~Taylor          	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = SaT20     	title = The Cat's Paw                                     	year = 1934    	director = Sam~Taylor          	rating = 0.00	genres = [6-Comedy]
NULL ITEMS  Film 	id = SaT23     	title = Nothing But Trouble                               	year = 1945    	director = Sam~Taylor          	rating = 0.00	genres = [6-Comedy]
GENRE ERROR Film 	id = VMa20     	title = The Bedbug                                        	year = 1929    	director = Mayakowski          	rating = 0.00	genres = []
NULL ITEMS  Film 	id = Z2110     	title = The Great Impersonation                           	year = 1921    	director = UnYear21            	rating = 0.00	genres = []
GENRE ERROR Film 	id = DMu2      	title = High Speed                                        	year = 1922    	director = D.Murphy            	rating = 0.00	genres = []
GENRE ERROR Film 	id = DMu10     	title = Emperor Jones                                     	year = 1933    	director = D.Murphy            	rating = 0.00	genres = []
DUPLICATE   Film 	id = FNm10     	title = Doctor Jack                                       	year = 1922    	director = Newmeyer            	rating = 0.00	genres = [6-Comedy]
GENRE ERROR Film 	id = JEp5      	title = Coeur Fidele                                      	year = 1923    	director = J.Epstein           	rating = 0.00	genres = []
GENRE ERROR Film 	id = JEp13     	title = The Three Paneled Mirror                          	year = 1927    	director = J.Epstein           	rating = 0.00	genres = []
GENRE ERROR Film 	id = JEp16     	title = Finis Terrae                                      	year = 1928    	director = J.Epstein           	rating = 0.00	genres = []
GENRE ERROR Film 	id = JEp20     	title = Mor Vran                                          	year = 1930    	director = J.Epstein           	rating = 0.00	genres = []
GENRE ERROR Film 	id = JEp31     	title = Le Tempestaire                                    	year = 1947    	director = J.Epstein           	rating = 0.00	genres = []
GENRE ERROR Film 	id = SeH20     	title = Sleeping Partners                                 	year = 1926    	director = Se.Hicks            	rating = 0.00	genres = []
GENRE ERROR Film 	id = SeH40     	title = The Secret of the Loch                            	year = 1934    	director = Se.Hicks            	rating = 0.00	genres = []
GENRE ERROR Film 	id = SeH48     	title = Vintage Wine                                      	year = 1935    	director = Se.Hicks            	rating = 0.00	genres = []
GENRE ERROR Film 	id = SeH60     	title = Pastor Hall                                       	year = 1939    	director = Se.Hicks            	rating = 0.00	genres = []
GENRE ERROR Film 	id = WR20      	title = Silk Stockings                                    	year = 1927    	director = Ruggles             	rating = 0.00	genres = []
GENRE ERROR Film 	id = WR70      	title = I'm No Angel                                      	year = 1933    	director = Ruggles             	rating = 0.00	genres = []
GENRE ERROR Film 	id = WR110     	title = I met him in Paris                                	year = 1937    	director = Ruggles             	rating = 0.00	genres = []
GENRE ERROR Film 	id = WR112     	title = True Confessions                                  	year = 1937    	director = Ruggles             	rating = 0.00	genres = []
GENRE ERROR Film 	id = WR115     	title = Sing you Sinners                                  	year = 1938    	director = Ruggles             	rating = 0.00	genres = []
GENRE ERROR Film 	id = AC7       	title = In Old San Francisco                              	year = 1927    	director = Crosland            	rating = 0.00	genres = []
GENRE ERROR Film 	id = AC8       	title = The Jazz Singer                                   	year = 1927    	director = Crosland            	rating = 0.00	genres = []
GENRE ERROR Film 	id = AC9       	title = Glorious Betsy                                    	year = 1928    	director = Crosland            	rating = 0.00	genres = []
GENRE ERROR Film 	id = BtK10     	title = None so Blind                                     	year = 1923    	director = B.King              	rating = 0.00	genres = []
GENRE ERROR Film 	id = GHl8      	title = Min and Bill                                      	year = 1930    	director = G.Hill              	rating = 0.00	genres = []
GENRE ERROR Film 	id = GHl9      	title = The Secret Six                                    	year = 1931    	director = G.Hill              	rating = 0.00	genres = []
GENRE ERROR Film 	id = GHl15     	title = Tarzan the Fearless                               	year = 1933    	director = G.Hill              	rating = 0.00	genres = []
