No. of Films read '7958'.
Film 	id = HCP6      	title = The Story of Vernon and Irene Castle              	year = 1939    	director = H.Potter            	rating = 0.00	genres = [5-Biography, 15-Musical]
Film 	id = IrR32     	title = The Miracle                                       	year = 1959    	director = Rapper              	rating = 0.00	genres = [11-Fantasy]
Film 	id = CH5       	title = Anthony and Cleopatra                             	year = 1971    	director = Heston              	rating = 0.00	genres = [9-Drama]
Film 	id = HCs1      	title = Passport to Pimlico                               	year = 1948    	director = Cornelius           	rating = 0.00	genres = [6-Comedy]
Film 	id = RS30      	title = Gladiator                                         	year = 1999    	director = R.Scott             	rating = 0.00	genres = [26-Epic]
Film 	id = HCs3      	title = Genevieve                                         	year = 1953    	director = Cornelius           	rating = 0.00	genres = [6-Comedy]
Film 	id = APa6      	title = Midnight Express                                  	year = 1978    	director = A.Parker            	rating = 0.00	genres = [8-Documentary, 9-Drama]
Film 	id = APa7      	title = Fame                                              	year = 1979    	director = A.Parker            	rating = 0.00	genres = [15-Musical]
Film 	id = HCs4      	title = I am a Camera                                     	year = 1955    	director = Cornelius           	rating = 0.00	genres = [5-Biography]
Film 	id = APa5      	title = Bugsy Malone                                      	year = 1977    	director = A.Parker            	rating = 0.00	genres = [15-Musical]
Film 	id = JuD20     	title = La Fete a Henriette                               	year = 1952    	director = Duvivier            	rating = 0.00	genres = [6-Comedy, 18-Romance]
Film 	id = IrR30     	title = Marjorie Morningstar                              	year = 1958    	director = Rapper              	rating = 0.00	genres = [9-Drama]
Film 	id = IBy15     	title = The Razor's Edge                                  	year = 1984    	director = Byrum               	rating = 0.00	genres = [9-Drama]
Film 	id = PAl18     	title = La flor de mi Secreto                             	year = 1996    	director = Almodovar           	rating = 0.00	genres = [6-Comedy]
Film 	id = PAl16     	title = Kika                                              	year = 1994    	director = Almodovar           	rating = 0.00	genres = [6-Comedy]
Film 	id = GTh20     	title = Carry On Cruising                                 	year = 1961    	director = G.Thomas            	rating = 0.00	genres = [6-Comedy]
Film 	id = ChL1      	title = A Place in Time                                   	year = 1976    	director = Lane                	rating = 0.00	genres = [9-Drama]
Film 	id = BHu10     	title = Forces of Nature                                  	year = 1999    	director = B.Hughes            	rating = 0.00	genres = [18-Romance, 6-Comedy]
Film 	id = GTh22     	title = Carry On Cabby                                    	year = 1962    	director = G.Thomas            	rating = 0.00	genres = [6-Comedy]
Film 	id = ChL2      	title = Sidewalk Stories                                  	year = 1989    	director = Lane                	rating = 0.00	genres = [6-Comedy, 9-Drama]
Film 	id = GTh24     	title = Carry On Jack                                     	year = 1964    	director = G.Thomas            	rating = 0.00	genres = [6-Comedy]
Film 	id = GTh26     	title = Carry On Spying                                   	year = 1964    	director = G.Thomas            	rating = 0.00	genres = [6-Comedy]
Film 	id = GTh16     	title = Carry On Constable                                	year = 1960    	director = G.Thomas            	rating = 0.00	genres = [6-Comedy]
Film 	id = BeH2      	title = Angels over Broadway                              	year = 1940    	director = Hecht               	rating = 0.00	genres = [9-Drama]
Film 	id = GTh18     	title = Carry On Regardless                               	year = 1961    	director = G.Thomas            	rating = 0.00	genres = [6-Comedy]
Film 	id = ToH40     	title = The Mangler                                       	year = 1995    	director = T.Hooper            	rating = 0.00	genres = [13-Horror]
Film 	id = RiB15     	title = Racing with the Moon                              	year = 1984    	director = Benjamin            	rating = 0.00	genres = [18-Romance]
Film 	id = PAl21     	title = Todo sobre mi madre                               	year = 1999    	director = Almodovar           	rating = 0.00	genres = [9-Drama]
Film 	id = GTh30     	title = Carry On Cowboy                                   	year = 1966    	director = G.Thomas            	rating = 0.00	genres = [6-Comedy]
Film 	id = RtS10     	title = Radio Bikini                                      	year = 1987    	director = R.Stone             	rating = 0.00	genres = [8-Documentary]
Film 	id = GTh32     	title = Carry On Screamming                               	year = 1966    	director = G.Thomas            	rating = 0.00	genres = [6-Comedy]
Film 	id = TKa10     	title = Bushido Blade                                     	year = 1981    	director = Katani              	rating = 0.00	genres = [3-Adventure]
Film 	id = RRa10     	title = Best of the Best                                  	year = 1989    	director = Radler              	rating = 0.00	genres = [6-Comedy, 9-Drama]
Film 	id = SvB04     	title = The Little Giants                                 	year = 1993    	director = Brill               	rating = 0.00	genres = [6-Comedy]
Film 	id = FZ20ZZ    	title = The Real Julia, Muriel Gardiner's Story           	year = 1980    	director = Zinneman            	rating = 0.00	genres = [8-Documentary]
Film 	id = CJ4       	title = Lost Horizon                                      	year = 1973    	director = Jarrot              	rating = 0.00	genres = [3-Adventure]
Film 	id = SvB05     	title = The Mighty Ducks                                  	year = 1994    	director = Brill               	rating = 0.00	genres = [6-Comedy]
Film 	id = GTh36     	title = Follow that Camel                                 	year = 1967    	director = G.Thomas            	rating = 0.00	genres = [6-Comedy]
Film 	id = CJ6       	title = the Other Side of Midnight                        	year = 1977    	director = Jarrot              	rating = 0.00	genres = [30-Porn]
Film 	id = GTh37     	title = Don't Loose Your Head                             	year = 1966    	director = G.Thomas            	rating = 0.00	genres = [6-Comedy]
Film 	id = CJ8       	title = Last Flight of Noah's Ark                         	year = 1981    	director = Jarrot              	rating = 0.00	genres = [3-Adventure]
Film 	id = GTh28     	title = Carry On Cleo                                     	year = 1964    	director = G.Thomas            	rating = 0.00	genres = [6-Comedy]
Film 	id = BBe1      	title = Gold Diggers of 1935                              	year = 1935    	director = Berkeley            	rating = 0.00	genres = [15-Musical]
Film 	id = SvB10     	title = Heavyweights                                      	year = 1995    	director = Brill               	rating = 0.00	genres = [6-Comedy]
Film 	id = BHd10     	title = East Lynne                                        	year = 1913    	director = Haldane             	rating = 0.00	genres = [9-Drama]
Film 	id = IBy10     	title = Heartbeat                                         	year = 1980    	director = Byrum               	rating = 0.00	genres = [5-Biography]
Film 	id = IrR50     	title = Born Again                                        	year = 1978    	director = Rapper              	rating = 0.00	genres = [9-Drama]
Film 	id = ToH26     	title = Lifeforce                                         	year = 1985    	director = T.Hooper            	rating = 0.00	genres = [13-Horror]
Film 	id = PM15      	title = Scenes from a Mall                                	year = 1991    	director = Mazursky            	rating = 0.00	genres = [18-Romance, 6-Comedy]
