No of Films read '8183'.
Film 	id = H1        	title = Always Tell Your Wife                             	year = 1922    	director = Hitchcock           	rating = 0.00	genres = ['Dram', ]
Film 	id = MiG45     	title = A Very Special Favor                              	year = 1965    	director = M.Gordon            	rating = 0.00	genres = ['Comd', ]
Film 	id = MiG50     	title = The Impossible Years                              	year = 1968    	director = M.Gordon            	rating = 0.00	genres = ['Comd', ]
Film 	id = VSh7      	title = All Through the Night                             	year = 1942    	director = V.Sherman           	rating = 0.00	genres = ['Advt', ]
Film 	id = VSh9      	title = The Hard Way                                      	year = 1943    	director = V.Sherman           	rating = 0.00	genres = ['Dram', ]
Film 	id = VSh10     	title = Old Acquaintenance                                	year = 1943    	director = V.Sherman           	rating = 0.00	genres = ['Dram', ]
Film 	id = VSh23     	title = The Adventures of Don Juan                        	year = 1949    	director = V.Sherman           	rating = 0.00	genres = ['Epic', ]
Film 	id = VSh25     	title = The Hasty Heart                                   	year = 1949    	director = V.Sherman           	rating = 0.00	genres = ['Dram', ]
Film 	id = VSh27     	title = The Damned Don't Cry                              	year = 1950    	director = V.Sherman           	rating = 0.00	genres = ['Dram', ]
Film 	id = WFx10     	title = Bowery at Midnight                                	year = 1942    	director = W.Fox               	rating = 0.00	genres = ['Horr', ]
Film 	id = xSe10     	title = Romeo and Juliet                                  	year = 1942    	director = Selim               	rating = 0.00	genres = ['romt', ]
Film 	id = AkK1      	title = Sugata Sanshiro                                   	year = 1943    	director = Kurosawa            	rating = 0.00	genres = ['Dram', ]
Film 	id = AkK9      	title = Stray Dog                                         	year = 1949    	director = Kurosawa            	rating = 0.00	genres = ['CnRb', ]
Film 	id = AkK11     	title = Rashomon                                          	year = 1950    	director = Kurosawa            	rating = 0.00	genres = ['Epic', ]
Film 	id = AkK12     	title = Ugetsu                                            	year = 1951    	director = Kurosawa            	rating = 0.00	genres = ['Dram', ]
Film 	id = AkK13     	title = Ikiru                                             	year = 1952    	director = Kurosawa            	rating = 0.00	genres = ['Dram', ]
Film 	id = AkK14     	title = Shichinin no Samurai                              	year = 1954    	director = Kurosawa            	rating = 0.00	genres = ['Advt', ]
Film 	id = AkK20     	title = Yojimbo                                           	year = 1961    	director = Kurosawa            	rating = 0.00	genres = ['Susp', , 'Comd', ]
Film 	id = AkK21     	title = Sanjuro                                           	year = 1962    	director = Kurosawa            	rating = 0.00	genres = ['Comd', ]
Film 	id = AkK22     	title = High and Low                                      	year = 1963    	director = Kurosawa            	rating = 0.00	genres = ['Susp', ]
Film 	id = AkK23     	title = Red Beard                                         	year = 1965    	director = Kurosawa            	rating = 0.00	genres = ['Dram', ]
Film 	id = AkK25     	title = Tora, Tora, Tora                                  	year = 1970    	director = Kurosawa            	rating = 0.00	genres = ['Dram', ]
Film 	id = AkK26     	title = Derzu Uzala                                       	year = 1975    	director = Kurosawa            	rating = 0.00	genres = ['Dram', ]
Film 	id = AkK27     	title = Kagemusha                                         	year = 1981    	director = Kurosawa            	rating = 0.00	genres = ['Epic', , 'Hist', ]
Film 	id = AkK28     	title = Ran                                               	year = 1986    	director = Kurosawa            	rating = 0.00	genres = ['Epic', ]
Film 	id = AkK29     	title = Akira Kurosawa Dreams                             	year = 1990    	director = Kurosawa            	rating = 0.00	genres = ['Comd', ]
Film 	id = AkK30     	title = Rhapsody in August                                	year = 1991    	director = Kurosawa            	rating = 0.00	genres = ['Dram', ]
Film 	id = ChW2      	title = Good News                                         	year = 1947    	director = Walters             	rating = 0.00	genres = ['Musc', ]
Film 	id = ChW3      	title = Easter Parade                                     	year = 1947    	director = Walters             	rating = 0.00	genres = ['Musc', ]
Film 	id = ChW4      	title = The Barkleys of Broadway                          	year = 1949    	director = Walters             	rating = 0.00	genres = ['Muscl', ]
Film 	id = ChW6      	title = Lili                                              	year = 1953    	director = Walters             	rating = 0.00	genres = ['Musc', , 'Romt', ]
Film 	id = ChW7      	title = Dangerous when Wet                                	year = 1953    	director = Walters             	rating = 0.00	genres = ['Comd', ]
Film 	id = ChW8      	title = The Tender Trap                                   	year = 1955    	director = Walters             	rating = 0.00	genres = ['Muscl ', ]
Film 	id = ChW12     	title = High Society                                      	year = 1956    	director = Walters             	rating = 0.00	genres = ['Muscl', ]
Film 	id = ChW16     	title = Ask any Girl                                      	year = 1959    	director = Walters             	rating = 0.00	genres = ['Romt', ]
Film 	id = ChW18     	title = Please Dont Eat the Daisies                       	year = 1960    	director = Walters             	rating = 0.00	genres = ['Musc', ]
Film 	id = ChW22     	title = The Unsinkable Molly Brown                        	year = 1964    	director = Walters             	rating = 0.00	genres = ['Muscl ', ]
Film 	id = ChW25     	title = Walk, Don't Run                                   	year = 1966    	director = Walters             	rating = 0.00	genres = ['Comd', ]
Film 	id = FLd5      	title = Millions Like Us                                  	year = 1943    	director = Launder             	rating = 0.00	genres = ['Comd', ]
Film 	id = FLd7      	title = 2000 Women                                        	year = 1943    	director = Launder             	rating = 0.00	genres = ['Comd', ]
Film 	id = FLd10     	title = I see a Dark Stranger                             	year = 1945    	director = Launder             	rating = 0.00	genres = ['Comd', ]
Film 	id = FLd15     	title = Captain Boycott                                   	year = 1947    	director = Launder             	rating = 0.00	genres = ['Comd', ]
Film 	id = FLd18     	title = The Blue Lagoon                                   	year = 1948    	director = Launder             	rating = 0.00	genres = ['Romt', ]
Film 	id = FLd20     	title = The Happiest Day of Your Life                     	year = 1950    	director = Launder             	rating = 0.00	genres = ['Comd', ]
Film 	id = FLd27     	title = Geordie                                           	year = 1955    	director = Launder             	rating = 0.00	genres = ['Comd', ]
Film 	id = FLd30     	title = The Bridal Path                                   	year = 1959    	director = Launder             	rating = 0.00	genres = ['Comd', ]
Film 	id = FLd35     	title = Joey Boy                                          	year = 1965    	director = Launder             	rating = 0.00	genres = ['Comd', ]
Film 	id = FWx10     	title = Lassie Come Home                                  	year = 1943    	director = F.M.Wilcox          	rating = 0.00	genres = ['Romt', ]
Film 	id = FWx20     	title = The Secret Garden                                 	year = 1949    	director = F.M.Wilcox          	rating = 0.00	genres = ['Dram', ]
Film 	id = FWx30     	title = Forbidden Planet                                  	year = 1956    	director = F.M.Wilcox          	rating = 0.00	genres = ['ScFi', ]
Film 	id = HeL23     	title = The President's Lady                              	year = 1953    	director = Levin               	rating = 0.00	genres = ['BioP', ]
Film 	id = HeL30     	title = Journey to the Center of the Earth                	year = 1959    	director = Levin               	rating = 0.00	genres = ['Fant', ]
